date_time_utc,open,high,low,close,acc_trade_price,acc_trade_volume
2025-04-18T00:00:00,122669000.00000000,122700000.00000000,122669000.00000000,122669000.00000000,42797001.76521000,0.34884619
2025-04-18T00:00:01,122700000.00000000,122700000.00000000,122669000.00000000,122700000.00000000,122284.13383000,0.00099678
2025-04-18T00:00:02,122669000.00000000,122700000.00000000,122668000.00000000,122700000.00000000,8967832.11828000,0.07310469
2025-04-18T00:00:03,122700000.00000000,122700000.00000000,122665000.00000000,122665000.00000000,108432321.22766000,0.88394046
2025-04-18T00:00:05,122700000.00000000,122700000.00000000,122666000.00000000,122666000.00000000,26662688.06020000,0.21730033
2025-04-18T00:00:06,122666000.00000000,122700000.00000000,122666000.00000000,122700000.00000000,3413355.92838000,0.02782309
2025-04-18T00:00:07,122700000.00000000,122702000.00000000,122665000.00000000,122665000.00000000,38201889.20057000,0.31137087
2025-04-18T00:00:08,122702000.00000000,122702000.00000000,122702000.00000000,122702000.00000000,83558.83498000,0.00068099
2025-04-18T00:00:09,122702000.00000000,122702000.00000000,122702000.00000000,122702000.00000000,15123.02150000,0.00012325
2025-04-18T00:00:10,122702000.00000000,122729000.00000000,122702000.00000000,122729000.00000000,20624239.17169000,0.16806093
2025-04-18T00:00:11,122729000.00000000,122729000.00000000,122729000.00000000,122729000.00000000,12817.81676000,0.00010444
2025-04-18T00:00:12,122730000.00000000,122750000.00000000,122730000.00000000,122750000.00000000,12698251.80890000,0.10345246
2025-04-18T00:00:13,122729000.00000000,122750000.00000000,122702000.00000000,122750000.00000000,9833436.26926000,0.08013902
2025-04-18T00:00:14,122702000.00000000,122702000.00000000,122702000.00000000,122702000.00000000,5996.44674000,0.00004887
2025-04-18T00:00:15,122750000.00000000,122750000.00000000,122750000.00000000,122750000.00000000,2440665.25500000,0.01988322
2025-04-18T00:00:16,122750000.00000000,122750000.00000000,122750000.00000000,122750000.00000000,111582.20500000,0.00090902
2025-04-18T00:00:17,122750000.00000000,122784000.00000000,122750000.00000000,122784000.00000000,3833939.62076000,0.03123370
2025-04-18T00:00:19,122784000.00000000,122784000.00000000,122784000.00000000,122784000.00000000,99998.97312000,0.00081443
2025-04-18T00:00:20,122784000.00000000,122784000.00000000,122784000.00000000,122784000.00000000,1373310.79968000,0.01118477
2025-04-18T00:00:22,122785000.00000000,122785000.00000000,122785000.00000000,122785000.00000000,76134.06710000,0.00062006
2025-04-18T00:00:25,122784000.00000000,122784000.00000000,122784000.00000000,122784000.00000000,9999.52896000,0.00008144
2025-04-18T00:00:28,122750000.00000000,122750000.00000000,122750000.00000000,122750000.00000000,212073.94750000,0.00172769
2025-04-18T00:00:29,122784000.00000000,122784000.00000000,122784000.00000000,122784000.00000000,9999.52896000,0.00008144
2025-04-18T00:00:36,122784000.00000000,122850000.00000000,122750000.00000000,122834000.00000000,93066575.33832000,0.75782606
2025-04-18T00:00:37,122835000.00000000,122835000.00000000,122835000.00000000,122835000.00000000,9999.99735000,0.00008141
2025-04-18T00:00:38,122784000.00000000,122784000.00000000,122784000.00000000,122784000.00000000,9999.52896000,0.00008144
2025-04-18T00:00:42,122750000.00000000,122750000.00000000,122729000.00000000,122729000.00000000,21922.30858000,0.00017861
2025-04-18T00:00:44,122784000.00000000,122833000.00000000,122784000.00000000,122784000.00000000,275659.55398000,0.00224487
2025-04-18T00:00:48,122750000.00000000,122750000.00000000,122750000.00000000,122750000.00000000,6418.59750000,0.00005229
2025-04-18T00:00:49,122750000.00000000,122750000.00000000,122750000.00000000,122750000.00000000,79446.25500000,0.00064722
2025-04-18T00:00:51,122784000.00000000,122784000.00000000,122750000.00000000,122750000.00000000,8128878.31732000,0.06622303
2025-04-18T00:00:53,122750000.00000000,122750000.00000000,122750000.00000000,122750000.00000000,11054.86500000,0.00009006
2025-04-18T00:00:58,122750000.00000000,122750000.00000000,122750000.00000000,122750000.00000000,5253.70000000,0.00004280
2025-04-18T00:00:59,122784000.00000000,122784000.00000000,122784000.00000000,122784000.00000000,752183.37888000,0.00612607
2025-04-18T00:01:00,122750000.00000000,122784000.00000000,122750000.00000000,122784000.00000000,4947964.99650000,0.04030020
2025-04-18T00:01:02,122784000.00000000,122784000.00000000,122784000.00000000,122784000.00000000,2686414.46496000,0.02187919
2025-04-18T00:01:03,122784000.00000000,122784000.00000000,122750000.00000000,122750000.00000000,5206951.17180000,0.04240786
