date_time_utc,open,high,low,close,acc_trade_price,acc_trade_volume
2024-03-11T00:00:00,97501000.00000000,97686000.00000000,97463000.00000000,97686000.00000000,721324566.13744000,7.39246624
2024-03-11T00:01:00,97686000.00000000,97687000.00000000,97531000.00000000,97618000.00000000,472390641.57251000,4.83895458
2024-03-11T00:02:00,97534000.00000000,97618000.00000000,97531000.00000000,97535000.00000000,207360550.43832000,2.12543990
2024-03-11T00:03:00,97535000.00000000,97619000.00000000,97534000.00000000,97537000.00000000,251318711.57055000,2.57585169
2024-03-11T00:04:00,97537000.00000000,97584000.00000000,97531000.00000000,97531000.00000000,574265520.06874000,5.88755821
2024-03-11T00:05:00,97531000.00000000,97539000.00000000,97369000.00000000,97397000.00000000,739942115.14727000,7.59416742
2024-03-11T00:06:00,97397000.00000000,97582000.00000000,97390000.00000000,97452000.00000000,653613702.62262000,6.70670832
2024-03-11T00:07:00,97509000.00000000,97607000.00000000,97505000.00000000,97586000.00000000,574269435.22949000,5.88653976
2024-03-11T00:08:00,97577000.00000000,97687000.00000000,97530000.00000000,97633000.00000000,568341960.97303000,5.82172064
2024-03-11T00:09:00,97672000.00000000,97687000.00000000,97557000.00000000,97599000.00000000,783974227.90254000,8.03071366
2024-03-11T00:10:00,97600000.00000000,97617000.00000000,97560000.00000000,97582000.00000000,468450423.99745000,4.79998755
2024-03-11T00:11:00,97582000.00000000,97617000.00000000,97435000.00000000,97452000.00000000,810431534.10636000,8.30991680
2024-03-11T00:12:00,97438000.00000000,97505000.00000000,97429000.00000000,97500000.00000000,504009658.20094000,5.17148582
2024-03-11T00:13:00,97500000.00000000,97580000.00000000,97500000.00000000,97500000.00000000,603175587.72198000,6.18543358
2024-03-11T00:14:00,97500000.00000000,97581000.00000000,97500000.00000000,97502000.00000000,347474518.64609000,3.56311222
2024-03-11T00:15:00,97505000.00000000,97511000.00000000,97479000.00000000,97479000.00000000,423787585.53252000,4.34653738
2024-03-11T00:16:00,97479000.00000000,97494000.00000000,97471000.00000000,97473000.00000000,298213161.12697000,3.05936175
2024-03-11T00:17:00,97473000.00000000,97474000.00000000,97450000.00000000,97450000.00000000,843105819.97476000,8.65133996
2024-03-11T00:18:00,97450000.00000000,97453000.00000000,97303000.00000000,97303000.00000000,1157643534.72013000,11.88487708
2024-03-11T00:19:00,97306000.00000000,97312000.00000000,97225000.00000000,97225000.00000000,630622383.43011000,6.48266124
2024-03-11T00:20:00,97225000.00000000,97225000.00000000,97130000.00000000,97138000.00000000,669912992.37526000,6.89307085
2024-03-11T00:21:00,97136000.00000000,97144000.00000000,97035000.00000000,97039000.00000000,955181167.54232000,9.83889713
2024-03-11T00:22:00,97039000.00000000,97043000.00000000,97000000.00000000,97000000.00000000,2069915353.56150000,21.33724673
2024-03-11T00:23:00,97000000.00000000,97079000.00000000,96976000.00000000,96976000.00000000,1615373280.18905000,16.65383620
2024-03-11T00:24:00,96976000.00000000,96978000.00000000,96802000.00000000,96808000.00000000,1916461847.40744000,19.77806311
2024-03-11T00:25:00,96807000.00000000,96813000.00000000,96723000.00000000,96723000.00000000,2324722340.86680000,24.02361088
2024-03-11T00:26:00,96723000.00000000,97016000.00000000,96700000.00000000,97016000.00000000,3326639999.49551000,34.35565184
2024-03-11T00:27:00,97000000.00000000,97192000.00000000,97000000.00000000,97101000.00000000,1737283826.65638000,17.89018478
2024-03-11T00:28:00,97101000.00000000,97114000.00000000,96920000.00000000,96950000.00000000,1729636485.82295000,17.82853520
2024-03-11T00:29:00,96950000.00000000,97025000.00000000,96919000.00000000,96919000.00000000,857565132.02521000,8.84609084
2024-03-11T00:30:00,96925000.00000000,96926000.00000000,96803000.00000000,96823000.00000000,782793099.02411000,8.08085118
2024-03-11T00:31:00,96823000.00000000,97097000.00000000,96822000.00000000,96958000.00000000,1379355255.80985000,14.23039961
2024-03-11T00:32:00,96948000.00000000,97056000.00000000,96930000.00000000,96930000.00000000,989977157.02433000,10.20930256
2024-03-11T00:33:00,96938000.00000000,96952000.00000000,96820000.00000000,96823000.00000000,827467324.53745000,8.54160228
2024-03-11T00:34:00,96820000.00000000,96900000.00000000,96801000.00000000,96811000.00000000,648075113.60000000,6.69380922
2024-03-11T00:35:00,96812000.00000000,96930000.00000000,96800000.00000000,96800000.00000000,1353661460.96755000,13.98345804
2024-03-11T00:36:00,96800000.00000000,96881000.00000000,96701000.00000000,96709000.00000000,2294426604.71010000,23.70913546
2024-03-11T00:37:00,96709000.00000000,96720000.00000000,96679000.00000000,96682000.00000000,1812688788.42693000,18.74554270
2024-03-11T00:38:00,96682000.00000000,96683000.00000000,96600000.00000000,96600000.00000000,1492076198.03185000,15.44126914
2024-03-11T00:39:00,96600000.00000000,96601000.00000000,96505000.00000000,96505000.00000000,1477694267.92314000,15.30299167
2024-03-11T00:40:00,96507000.00000000,96585000.00000000,96500000.00000000,96512000.00000000,3150071992.67689000,32.63797324
2024-03-11T00:41:00,96512000.00000000,96543000.00000000,96500000.00000000,96500000.00000000,1595411866.01678000,16.53199638
2024-03-11T00:42:00,96501000.00000000,96502000.00000000,96393000.00000000,96396000.00000000,2347805302.75193000,24.33877021
2024-03-11T00:43:00,96395000.00000000,96395000.00000000,96224000.00000000,96224000.00000000,1931484750.19323000,20.05625909
2024-03-11T00:44:00,96250000.00000000,96262000.00000000,96001000.00000000,96005000.00000000,2372263941.76068000,24.67859783
2024-03-11T00:45:00,96005000.00000000,96399000.00000000,96000000.00000000,96229000.00000000,6385513163.93805000,66.44718047
2024-03-11T00:46:00,96237000.00000000,96384000.00000000,96227000.00000000,96278000.00000000,1799642609.95655000,18.68308027
2024-03-11T00:47:00,96277000.00000000,96280000.00000000,96030000.00000000,96222000.00000000,1875184924.92305000,19.49822357
2024-03-11T00:48:00,96222000.00000000,96222000.00000000,96124000.00000000,96188000.00000000,1190419524.83095000,12.37705125
2024-03-11T00:49:00,96151000.00000000,96188000.00000000,96010000.00000000,96034000.00000000,1286797125.45299000,13.39219679
2024-03-11T00:50:00,96010000.00000000,96034000.00000000,95840000.00000000,95859000.00000000,4801334667.14730000,50.03049623
2024-03-11T00:51:00,95859000.00000000,95866000.00000000,95500000.00000000,95529000.00000000,4139844342.84341000,43.27842028
2024-03-11T00:52:00,95529000.00000000,95529000.00000000,95196000.00000000,95196000.00000000,7564737728.17197000,79.34409093
2024-03-11T00:53:00,95200000.00000000,95759000.00000000,95132000.00000000,95618000.00000000,8272612857.42244000,86.74872385
2024-03-11T00:54:00,95635000.00000000,95999000.00000000,95537000.00000000,95999000.00000000,5222581992.40818000,54.54396186
2024-03-11T00:55:00,95889000.00000000,96230000.00000000,95888000.00000000,95937000.00000000,4070317255.40899000,42.37066403
2024-03-11T00:56:00,95937000.00000000,96138000.00000000,95936000.00000000,96088000.00000000,2521872673.16599000,26.25762559
2024-03-11T00:57:00,96100000.00000000,96456000.00000000,96090000.00000000,96456000.00000000,1864308218.09218000,19.36056509
2024-03-11T00:58:00,96456000.00000000,96679000.00000000,96400000.00000000,96560000.00000000,2564444601.47817000,26.57501726
2024-03-11T00:59:00,96560000.00000000,96661000.00000000,96556000.00000000,96648000.00000000,1745049776.51102000,18.05726934
2024-03-11T01:00:00,96620000.00000000,96649000.00000000,96292000.00000000,96292000.00000000,2444933249.89449000,25.33640012
2024-03-11T01:01:00,96289000.00000000,96292000.00000000,96000000.00000000,96100000.00000000,2261193477.08277000,23.53148727
2024-03-11T01:02:00,96099000.00000000,96393000.00000000,96083000.00000000,96329000.00000000,1125262226.64775000,11.69930217
2024-03-11T01:03:00,96352000.00000000,96600000.00000000,96320000.00000000,96334000.00000000,2248816218.89008000,23.30588513
2024-03-11T01:04:00,96343000.00000000,96382000.00000000,96108000.00000000,96108000.00000000,954737516.77182000,9.92202633
2024-03-11T01:05:00,96108000.00000000,96307000.00000000,96089000.00000000,96299000.00000000,1567501317.85495000,16.30162045
2024-03-11T01:06:00,96300000.00000000,96490000.00000000,96225000.00000000,96361000.00000000,1004458007.86983000,10.42999716
2024-03-11T01:07:00,96361000.00000000,96685000.00000000,96361000.00000000,96667000.00000000,864168830.21437000,8.95127947
2024-03-11T01:08:00,96647000.00000000,96738000.00000000,96575000.00000000,96737000.00000000,1809038398.83211000,18.71394896
2024-03-11T01:09:00,96735000.00000000,96914000.00000000,96720000.00000000,96872000.00000000,1015196610.09700000,10.48877189
2024-03-11T01:10:00,96872000.00000000,97246000.00000000,96860000.00000000,97112000.00000000,1988123669.09894000,20.48937590
2024-03-11T01:11:00,97104000.00000000,97185000.00000000,96874000.00000000,96901000.00000000,1701760152.14654000,17.53161934
2024-03-11T01:12:00,96902000.00000000,96945000.00000000,96777000.00000000,96799000.00000000,1115133292.35307000,11.51484244
2024-03-11T01:13:00,96799000.00000000,96850000.00000000,96738000.00000000,96800000.00000000,938700647.13298000,9.70133692
2024-03-11T01:14:00,96800000.00000000,96854000.00000000,96737000.00000000,96801000.00000000,776794037.87805000,8.02589450
2024-03-11T01:15:00,96815000.00000000,96854000.00000000,96765000.00000000,96816000.00000000,647773603.74881000,6.69114143
2024-03-11T01:16:00,96815000.00000000,97093000.00000000,96809000.00000000,97087000.00000000,996536328.86639000,10.27927882
2024-03-11T01:17:00,97047000.00000000,97090000.00000000,96844000.00000000,96850000.00000000,835697625.94887000,8.61497552
2024-03-11T01:18:00,96844000.00000000,97043000.00000000,96810000.00000000,96963000.00000000,606080128.78730000,6.25741785
2024-03-11T01:19:00,97043000.00000000,97073000.00000000,96921000.00000000,96948000.00000000,754684508.95001000,7.77993511
2024-03-11T01:20:00,96948000.00000000,96956000.00000000,96886000.00000000,96922000.00000000,673607749.60593000,6.95016959
2024-03-11T01:21:00,96931000.00000000,96947000.00000000,96894000.00000000,96947000.00000000,557634161.82669000,5.75436009
2024-03-11T01:22:00,96932000.00000000,96997000.00000000,96808000.00000000,96829000.00000000,1388607479.96707000,14.32748804
2024-03-11T01:23:00,96808000.00000000,96829000.00000000,96777000.00000000,96813000.00000000,450395776.35973000,4.65251268
2024-03-11T01:24:00,96813000.00000000,96829000.00000000,96651000.00000000,96757000.00000000,1408250422.91414000,14.55874902
2024-03-11T01:25:00,96748000.00000000,96770000.00000000,96695000.00000000,96702000.00000000,402376396.29827000,4.16019570
2024-03-11T01:26:00,96702000.00000000,96705000.00000000,96554000.00000000,96702000.00000000,1090113690.45384000,11.27986765
2024-03-11T01:27:00,96647000.00000000,96702000.00000000,96578000.00000000,96644000.00000000,500800928.71010000,5.18333261
2024-03-11T01:28:00,96602000.00000000,96684000.00000000,96501000.00000000,96550000.00000000,442756888.24546000,4.58516571
2024-03-11T01:29:00,96549000.00000000,96550000.00000000,96459000.00000000,96484000.00000000,449330080.65606000,4.65627254
2024-03-11T01:30:00,96484000.00000000,96701000.00000000,96458000.00000000,96613000.00000000,998052851.92653000,10.34240155
2024-03-11T01:31:00,96613000.00000000,96745000.00000000,96606000.00000000,96691000.00000000,605959175.44150000,6.26825946
2024-03-11T01:32:00,96697000.00000000,96770000.00000000,96500000.00000000,96508000.00000000,633754764.24648000,6.55832419
2024-03-11T01:33:00,96577000.00000000,96578000.00000000,96308000.00000000,96384000.00000000,772545943.47557000,8.01027527
2024-03-11T01:34:00,96384000.00000000,96484000.00000000,96327000.00000000,96412000.00000000,658244766.59281000,6.82780655
2024-03-11T01:35:00,96441000.00000000,96661000.00000000,96412000.00000000,96600000.00000000,902343728.58717000,9.35003669
2024-03-11T01:36:00,96638000.00000000,96640000.00000000,96410000.00000000,96416000.00000000,425210951.70920000,4.40596922
2024-03-11T01:37:00,96416000.00000000,96429000.00000000,96250000.00000000,96250000.00000000,856949043.64704000,8.89637711
2024-03-11T01:38:00,96278000.00000000,96406000.00000000,96225000.00000000,96406000.00000000,793416319.84631000,8.23992954
2024-03-11T01:39:00,96402000.00000000,96409000.00000000,96301000.00000000,96351000.00000000,447352206.71834000,4.64269881
2024-03-11T01:40:00,96312000.00000000,96394000.00000000,96102000.00000000,96394000.00000000,1685040268.82682000,17.51252271
2024-03-11T01:41:00,96394000.00000000,96600000.00000000,96334000.00000000,96588000.00000000,905031716.33287000,9.38336829
2024-03-11T01:42:00,96588000.00000000,96640000.00000000,96403000.00000000,96512000.00000000,807310648.69137000,8.36087043
2024-03-11T01:43:00,96512000.00000000,96607000.00000000,96478000.00000000,96478000.00000000,734226206.01395000,7.60722396
2024-03-11T01:44:00,96515000.00000000,96550000.00000000,96471000.00000000,96478000.00000000,549315194.82568000,5.69326835
2024-03-11T01:45:00,96478000.00000000,96479000.00000000,96245000.00000000,96300000.00000000,678098187.31648000,7.03628517
2024-03-11T01:46:00,96358000.00000000,96538000.00000000,96265000.00000000,96538000.00000000,501127530.23706000,5.19945060
2024-03-11T01:47:00,96500000.00000000,96626000.00000000,96500000.00000000,96601000.00000000,434709130.14236000,4.50113929
2024-03-11T01:48:00,96601000.00000000,96700000.00000000,96516000.00000000,96699000.00000000,704556777.68192000,7.29322460
2024-03-11T01:49:00,96696000.00000000,96947000.00000000,96696000.00000000,96913000.00000000,791299810.21181000,8.17358157
2024-03-11T01:50:00,96913000.00000000,96943000.00000000,96813000.00000000,96836000.00000000,494637022.94150000,5.10707990
2024-03-11T01:51:00,96868000.00000000,96868000.00000000,96765000.00000000,96800000.00000000,558262323.64048000,5.76563830
2024-03-11T01:52:00,96800000.00000000,96940000.00000000,96792000.00000000,96887000.00000000,423909679.67823000,4.37619211
2024-03-11T01:53:00,96940000.00000000,96943000.00000000,96877000.00000000,96934000.00000000,444147247.46926000,4.58196454
2024-03-11T01:54:00,96933000.00000000,96935000.00000000,96908000.00000000,96934000.00000000,251368542.29838000,2.59351496
2024-03-11T01:55:00,96913000.00000000,96934000.00000000,96900000.00000000,96903000.00000000,451230434.38469000,4.65595299
2024-03-11T01:56:00,96905000.00000000,96905000.00000000,96872000.00000000,96899000.00000000,487050129.65023000,5.02653811
2024-03-11T01:57:00,96899000.00000000,96900000.00000000,96820000.00000000,96848000.00000000,535180643.86453000,5.52617262
2024-03-11T01:58:00,96850000.00000000,96933000.00000000,96850000.00000000,96933000.00000000,518995528.36871000,5.35458272
2024-03-11T01:59:00,96932000.00000000,96940000.00000000,96932000.00000000,96940000.00000000,492174373.42430000,5.07737393
2024-03-11T02:00:00,96935000.00000000,96996000.00000000,96934000.00000000,96980000.00000000,511898042.91225000,5.27892770
2024-03-11T02:01:00,96980000.00000000,97091000.00000000,96959000.00000000,97076000.00000000,682332155.34910000,7.03305680
2024-03-11T02:02:00,97076000.00000000,97099000.00000000,97076000.00000000,97099000.00000000,442789480.08749000,4.56081362
2024-03-11T02:03:00,97099000.00000000,97099000.00000000,97082000.00000000,97083000.00000000,346096338.73347000,3.56465952
2024-03-11T02:04:00,97097000.00000000,97098000.00000000,96982000.00000000,96982000.00000000,755870537.65617000,7.78812384
2024-03-11T02:05:00,96982000.00000000,97097000.00000000,96982000.00000000,97054000.00000000,414205020.17319000,4.26926345
2024-03-11T02:06:00,97054000.00000000,97089000.00000000,97036000.00000000,97087000.00000000,432614051.91364000,4.45644008
2024-03-11T02:07:00,97088000.00000000,97100000.00000000,97001000.00000000,97098000.00000000,589194192.53886000,6.06888864
2024-03-11T02:08:00,97100000.00000000,97185000.00000000,97052000.00000000,97185000.00000000,488493923.19993000,5.02933830
2024-03-11T02:09:00,97185000.00000000,97250000.00000000,97172000.00000000,97250000.00000000,410269871.33100000,4.22068630
2024-03-11T02:10:00,97250000.00000000,97295000.00000000,97237000.00000000,97281000.00000000,567474943.39014000,5.83514720
2024-03-11T02:11:00,97292000.00000000,97400000.00000000,97250000.00000000,97367000.00000000,949755294.55685000,9.76087004
2024-03-11T02:12:00,97400000.00000000,97400000.00000000,97237000.00000000,97300000.00000000,1224040300.42804000,12.57690179
2024-03-11T02:13:00,97299000.00000000,97439000.00000000,97299000.00000000,97414000.00000000,759171746.06734000,7.79595796
