date_time_utc,open,high,low,close,acc_trade_price,acc_trade_volume
2024-08-18T00:00:00,82821000.00000000,82850000.00000000,82800000.00000000,82843000.00000000,115897233.53425000,1.39916477
2024-08-18T00:01:00,82843000.00000000,82843000.00000000,82801000.00000000,82843000.00000000,66196819.87626000,0.79926583
2024-08-18T00:02:00,82843000.00000000,82860000.00000000,82802000.00000000,82860000.00000000,161290757.71040000,1.94698435
2024-08-18T00:03:00,82860000.00000000,82880000.00000000,82826000.00000000,82826000.00000000,71427596.57124000,0.86203492
2024-08-18T00:04:00,82879000.00000000,82880000.00000000,82826000.00000000,82859000.00000000,63451294.00216000,0.76571588
2024-08-18T00:05:00,82859000.00000000,82859000.00000000,82781000.00000000,82781000.00000000,87941816.61777000,1.06190584
2024-08-18T00:06:00,82781000.00000000,82859000.00000000,82781000.00000000,82859000.00000000,53760867.35301000,0.64926474
2024-08-18T00:07:00,82858000.00000000,82871000.00000000,82805000.00000000,82806000.00000000,40432992.20956000,0.48798001
2024-08-18T00:08:00,82856000.00000000,82856000.00000000,82807000.00000000,82807000.00000000,51499500.63381000,0.62184294
2024-08-18T00:09:00,82807000.00000000,82807000.00000000,82805000.00000000,82806000.00000000,29936888.73209000,0.36152903
2024-08-18T00:10:00,82806000.00000000,82807000.00000000,82793000.00000000,82793000.00000000,144526628.64791000,1.74544436
2024-08-18T00:11:00,82805000.00000000,82805000.00000000,82781000.00000000,82781000.00000000,33599793.11156000,0.40587158
2024-08-18T00:12:00,82804000.00000000,82804000.00000000,82760000.00000000,82804000.00000000,74352916.54616000,0.89817711
2024-08-18T00:13:00,82804000.00000000,82804000.00000000,82760000.00000000,82772000.00000000,20084977.53293000,0.24265802
2024-08-18T00:14:00,82800000.00000000,82800000.00000000,82772000.00000000,82773000.00000000,5968863.49870000,0.07211115
2024-08-18T00:15:00,82773000.00000000,82782000.00000000,82735000.00000000,82735000.00000000,119544639.51560000,1.44428466
2024-08-18T00:16:00,82757000.00000000,82800000.00000000,82714000.00000000,82800000.00000000,60609810.14538000,0.73255016
2024-08-18T00:17:00,82800000.00000000,82803000.00000000,82769000.00000000,82802000.00000000,15913181.79015000,0.19224161
2024-08-18T00:18:00,82796000.00000000,82810000.00000000,82763000.00000000,82810000.00000000,174238737.73185000,2.10427055
2024-08-18T00:19:00,82810000.00000000,82810000.00000000,82795000.00000000,82795000.00000000,7865481.63048000,0.09498326
2024-08-18T00:20:00,82795000.00000000,82807000.00000000,82788000.00000000,82796000.00000000,10132603.55926000,0.12238054
2024-08-18T00:21:00,82807000.00000000,82810000.00000000,82796000.00000000,82796000.00000000,21186957.85939000,0.25586705
2024-08-18T00:22:00,82810000.00000000,82810000.00000000,82730000.00000000,82730000.00000000,114904867.51574000,1.38779713
2024-08-18T00:23:00,82796000.00000000,82808000.00000000,82796000.00000000,82807000.00000000,36348918.31551000,0.43901488
2024-08-18T00:24:00,82807000.00000000,82821000.00000000,82796000.00000000,82821000.00000000,133483630.12198000,1.61202241
2024-08-18T00:25:00,82821000.00000000,82879000.00000000,82806000.00000000,82821000.00000000,58968714.63291000,0.71173438
2024-08-18T00:26:00,82878000.00000000,82878000.00000000,82808000.00000000,82821000.00000000,52167968.63573000,0.62953791
2024-08-18T00:27:00,82821000.00000000,82849000.00000000,82806000.00000000,82806000.00000000,12529327.91814000,0.15128002
2024-08-18T00:28:00,82849000.00000000,82849000.00000000,82808000.00000000,82849000.00000000,10470633.94494000,0.12638988
2024-08-18T00:29:00,82849000.00000000,82849000.00000000,82812000.00000000,82847000.00000000,168669988.06983000,2.03599626
2024-08-18T00:30:00,82846000.00000000,82847000.00000000,82845000.00000000,82847000.00000000,95230512.87109000,1.14947923
2024-08-18T00:31:00,82849000.00000000,82849000.00000000,82845000.00000000,82849000.00000000,51856893.13253000,0.62594274
2024-08-18T00:32:00,82849000.00000000,82849000.00000000,82847000.00000000,82849000.00000000,24318852.21649000,0.29353253
2024-08-18T00:33:00,82849000.00000000,82879000.00000000,82845000.00000000,82850000.00000000,93353448.84938000,1.12676534
2024-08-18T00:34:00,82850000.00000000,82879000.00000000,82849000.00000000,82879000.00000000,96838454.20323000,1.16859609
2024-08-18T00:35:00,82878000.00000000,82885000.00000000,82878000.00000000,82885000.00000000,84156941.46986000,1.01541328
2024-08-18T00:36:00,82885000.00000000,82948000.00000000,82880000.00000000,82948000.00000000,157709923.01061000,1.90237271
2024-08-18T00:37:00,82946000.00000000,82982000.00000000,82942000.00000000,82982000.00000000,308058883.89661000,3.71296599
2024-08-18T00:38:00,82982000.00000000,83000000.00000000,82978000.00000000,82997000.00000000,358580751.04318000,4.32035081
2024-08-18T00:39:00,82997000.00000000,83100000.00000000,82995000.00000000,83092000.00000000,505161672.07231000,6.08451917
2024-08-18T00:40:00,83092000.00000000,83100000.00000000,83035000.00000000,83035000.00000000,224100572.85072000,2.69755303
2024-08-18T00:41:00,83075000.00000000,83075000.00000000,83035000.00000000,83037000.00000000,110528345.83554000,1.33106852
2024-08-18T00:42:00,83037000.00000000,83080000.00000000,83035000.00000000,83079000.00000000,260535434.53911000,3.13695409
2024-08-18T00:43:00,83068000.00000000,83080000.00000000,83043000.00000000,83070000.00000000,352554224.65260000,4.24378435
2024-08-18T00:44:00,83071000.00000000,83082000.00000000,83037000.00000000,83037000.00000000,202744093.06174000,2.44077929
2024-08-18T00:45:00,83037000.00000000,83080000.00000000,82991000.00000000,83024000.00000000,206893213.81004000,2.49188431
2024-08-18T00:46:00,83021000.00000000,83021000.00000000,82946000.00000000,82979000.00000000,440504868.97940000,5.30847055
2024-08-18T00:47:00,82979000.00000000,83000000.00000000,82946000.00000000,82998000.00000000,119131482.86119000,1.43578151
2024-08-18T00:48:00,82998000.00000000,83050000.00000000,82979000.00000000,83021000.00000000,149534009.42106000,1.80120150
2024-08-18T00:49:00,83023000.00000000,83050000.00000000,83022000.00000000,83049000.00000000,61933878.73171000,0.74574674
2024-08-18T00:50:00,83049000.00000000,83050000.00000000,83022000.00000000,83023000.00000000,68288579.97920000,0.82236960
2024-08-18T00:51:00,83023000.00000000,83023000.00000000,83014000.00000000,83023000.00000000,206313361.76593000,2.48503592
2024-08-18T00:52:00,83023000.00000000,83025000.00000000,83014000.00000000,83025000.00000000,119031585.66376000,1.43380378
2024-08-18T00:53:00,83025000.00000000,83025000.00000000,83014000.00000000,83014000.00000000,78857321.14147000,0.94992654
2024-08-18T00:54:00,83023000.00000000,83070000.00000000,82999000.00000000,83000000.00000000,192836088.07740000,2.32249421
2024-08-18T00:55:00,83000000.00000000,83023000.00000000,82974000.00000000,83023000.00000000,180307357.47331000,2.17190286
2024-08-18T00:56:00,83023000.00000000,83023000.00000000,83000000.00000000,83022000.00000000,137471341.78964000,1.65586103
2024-08-18T00:57:00,83023000.00000000,83023000.00000000,83000000.00000000,83022000.00000000,30200182.87199000,0.36380487
2024-08-18T00:58:00,83022000.00000000,83023000.00000000,83002000.00000000,83023000.00000000,82324987.31469000,0.99163820
2024-08-18T00:59:00,83023000.00000000,83023000.00000000,83000000.00000000,83002000.00000000,50955687.20783000,0.61382988
2024-08-18T01:00:00,83002000.00000000,83023000.00000000,83002000.00000000,83021000.00000000,64185903.21725000,0.77313231
2024-08-18T01:01:00,83021000.00000000,83021000.00000000,83000000.00000000,83021000.00000000,34847036.47392000,0.41979505
2024-08-18T01:02:00,83021000.00000000,83021000.00000000,83007000.00000000,83020000.00000000,41482022.96315000,0.49973555
2024-08-18T01:03:00,83020000.00000000,83020000.00000000,82951000.00000000,82991000.00000000,295558932.86249000,3.56084589
2024-08-18T01:04:00,82991000.00000000,82991000.00000000,82950000.00000000,82990000.00000000,23145594.16335000,0.27893631
2024-08-18T01:05:00,82957000.00000000,82990000.00000000,82950000.00000000,82950000.00000000,36548029.62733000,0.44055529
2024-08-18T01:06:00,82954000.00000000,82955000.00000000,82948000.00000000,82948000.00000000,5884372.46036000,0.07093870
2024-08-18T01:07:00,82948000.00000000,82950000.00000000,82946000.00000000,82946000.00000000,33187777.28872000,0.40010561
2024-08-18T01:08:00,82949000.00000000,82949000.00000000,82883000.00000000,82919000.00000000,108626352.06359000,1.30997312
2024-08-18T01:09:00,82919000.00000000,82919000.00000000,82878000.00000000,82878000.00000000,80028855.29462000,0.96559423
2024-08-18T01:10:00,82878000.00000000,82991000.00000000,82876000.00000000,82958000.00000000,208471467.00301000,2.51396947
2024-08-18T01:11:00,82986000.00000000,82986000.00000000,82963000.00000000,82963000.00000000,55269618.24158000,0.66618568
2024-08-18T01:12:00,82963000.00000000,82963000.00000000,82936000.00000000,82960000.00000000,23315221.54448000,0.28105097
2024-08-18T01:13:00,82959000.00000000,82959000.00000000,82882000.00000000,82913000.00000000,28586829.83962000,0.34472508
2024-08-18T01:14:00,82913000.00000000,82913000.00000000,82869000.00000000,82871000.00000000,241634466.36411000,2.91557342
2024-08-18T01:15:00,82871000.00000000,82913000.00000000,82867000.00000000,82912000.00000000,104978729.09809000,1.26645106
2024-08-18T01:16:00,82912000.00000000,82935000.00000000,82885000.00000000,82887000.00000000,44622378.60082000,0.53818421
2024-08-18T01:17:00,82935000.00000000,82935000.00000000,82913000.00000000,82935000.00000000,10950831.24460000,0.13207274
2024-08-18T01:18:00,82935000.00000000,82935000.00000000,82913000.00000000,82924000.00000000,18672989.04010000,0.22520955
2024-08-18T01:19:00,82924000.00000000,82924000.00000000,82910000.00000000,82914000.00000000,18691843.11034000,0.22543412
2024-08-18T01:20:00,82914000.00000000,82914000.00000000,82890000.00000000,82914000.00000000,8070878.83954000,0.09735203
2024-08-18T01:21:00,82914000.00000000,82914000.00000000,82861000.00000000,82913000.00000000,27035819.80449000,0.32616253
2024-08-18T01:22:00,82913000.00000000,82913000.00000000,82866000.00000000,82875000.00000000,38747103.06894000,0.46746627
2024-08-18T01:23:00,82900000.00000000,82904000.00000000,82800000.00000000,82800000.00000000,158256602.85990000,1.91050280
2024-08-18T01:24:00,82830000.00000000,82830000.00000000,82780000.00000000,82830000.00000000,112699164.58791000,1.36090311
2024-08-18T01:25:00,82830000.00000000,82830000.00000000,82770000.00000000,82824000.00000000,88856371.66479000,1.07326425
2024-08-18T01:26:00,82824000.00000000,82829000.00000000,82750000.00000000,82755000.00000000,235238718.71342000,2.84200243
2024-08-18T01:27:00,82755000.00000000,82828000.00000000,82750000.00000000,82778000.00000000,95886060.91674000,1.15834368
2024-08-18T01:28:00,82799000.00000000,82799000.00000000,82778000.00000000,82798000.00000000,55335973.61146000,0.66832764
2024-08-18T01:29:00,82798000.00000000,82799000.00000000,82727000.00000000,82799000.00000000,174818175.15030000,2.11238072
2024-08-18T01:30:00,82799000.00000000,82799000.00000000,82720000.00000000,82787000.00000000,69745704.55287000,0.84302566
2024-08-18T01:31:00,82787000.00000000,82787000.00000000,82722000.00000000,82723000.00000000,16897423.56339000,0.20417965
2024-08-18T01:32:00,82780000.00000000,82787000.00000000,82728000.00000000,82787000.00000000,41404658.22815000,0.50014231
2024-08-18T01:33:00,82787000.00000000,82799000.00000000,82748000.00000000,82799000.00000000,112779595.98257000,1.36257810
2024-08-18T01:34:00,82799000.00000000,82799000.00000000,82787000.00000000,82798000.00000000,78509521.22503000,0.94831716
2024-08-18T01:35:00,82788000.00000000,82799000.00000000,82723000.00000000,82761000.00000000,121340764.06925000,1.46582635
2024-08-18T01:36:00,82761000.00000000,82761000.00000000,82737000.00000000,82737000.00000000,22763906.61404000,0.27512968
2024-08-18T01:37:00,82737000.00000000,82799000.00000000,82733000.00000000,82735000.00000000,101054800.39718000,1.22137138
2024-08-18T01:38:00,82798000.00000000,82798000.00000000,82733000.00000000,82787000.00000000,27009352.23993000,0.32638474
2024-08-18T01:39:00,82798000.00000000,82798000.00000000,82797000.00000000,82797000.00000000,13822905.41462000,0.16694917
2024-08-18T01:40:00,82797000.00000000,82798000.00000000,82797000.00000000,82798000.00000000,14247733.12928000,0.17207823
2024-08-18T01:41:00,82798000.00000000,82798000.00000000,82787000.00000000,82797000.00000000,63802087.82419000,0.77060287
2024-08-18T01:42:00,82797000.00000000,82829000.00000000,82796000.00000000,82828000.00000000,40721939.80743000,0.49180956
2024-08-18T01:43:00,82828000.00000000,82830000.00000000,82799000.00000000,82830000.00000000,66903651.74444000,0.80790529
2024-08-18T01:44:00,82830000.00000000,82850000.00000000,82830000.00000000,82850000.00000000,6642848.39350000,0.08019147
2024-08-18T01:45:00,82830000.00000000,82854000.00000000,82830000.00000000,82850000.00000000,11643360.96324000,0.14053618
2024-08-18T01:46:00,82854000.00000000,82854000.00000000,82851000.00000000,82852000.00000000,10668504.53222000,0.12876706
2024-08-18T01:47:00,82854000.00000000,82858000.00000000,82851000.00000000,82858000.00000000,28579914.93256000,0.34494927
2024-08-18T01:48:00,82858000.00000000,82880000.00000000,82800000.00000000,82835000.00000000,115762264.47951000,1.39755373
2024-08-18T01:49:00,82835000.00000000,82835000.00000000,82750000.00000000,82750000.00000000,161268942.77284000,1.94814934
2024-08-18T01:50:00,82750000.00000000,82750000.00000000,82740000.00000000,82750000.00000000,52703359.40448000,0.63690275
2024-08-18T01:51:00,82741000.00000000,82790000.00000000,82740000.00000000,82790000.00000000,14528277.87702000,0.17556991
2024-08-18T01:52:00,82790000.00000000,82790000.00000000,82750000.00000000,82789000.00000000,6585815.22574000,0.07955790
2024-08-18T01:53:00,82789000.00000000,82789000.00000000,82751000.00000000,82751000.00000000,48545438.84835000,0.58658109
2024-08-18T01:54:00,82750000.00000000,82751000.00000000,82748000.00000000,82748000.00000000,26783662.14755000,0.32366707
2024-08-18T01:55:00,82751000.00000000,82788000.00000000,82748000.00000000,82788000.00000000,270838945.91617000,3.27290760
2024-08-18T01:56:00,82788000.00000000,82788000.00000000,82748000.00000000,82748000.00000000,20084569.47485000,0.24268968
2024-08-18T01:57:00,82748000.00000000,82749000.00000000,82723000.00000000,82723000.00000000,369176687.77007000,4.46202033
2024-08-18T01:58:00,82723000.00000000,82723000.00000000,82719000.00000000,82719000.00000000,56698846.50920000,0.68541994
2024-08-18T01:59:00,82730000.00000000,82788000.00000000,82730000.00000000,82730000.00000000,47670924.75661000,0.57619642
2024-08-18T02:00:00,82730000.00000000,82788000.00000000,82730000.00000000,82732000.00000000,60875368.39454000,0.73544941
2024-08-18T02:01:00,82735000.00000000,82789000.00000000,82734000.00000000,82737000.00000000,48043499.04123000,0.58051776
2024-08-18T02:02:00,82772000.00000000,82772000.00000000,82730000.00000000,82772000.00000000,31945528.64047000,0.38608723
2024-08-18T02:03:00,82772000.00000000,82773000.00000000,82770000.00000000,82770000.00000000,13218506.50801000,0.15969920
2024-08-18T02:04:00,82772000.00000000,82772000.00000000,82750000.00000000,82750000.00000000,10908058.23591000,0.13179154
2024-08-18T02:05:00,82750000.00000000,82765000.00000000,82730000.00000000,82730000.00000000,76208652.94274000,0.92115707
